PassengerID,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1311,0,3,Name_1311,female,10.2,5,2,89903,56.95,B57,C
1312,1,2,Name_1312,female,21.0,1,5,60525,131.54,E44,Q
1313,0,1,Name_1313,male,23.6,1,4,93874,24.45,D33,Q
1314,0,1,Name_1314,male,15.8,5,2,46604,118.78,E44,C
1315,1,2,Name_1315,female,42.0,4,2,47833,165.66,C123,Q
1316,1,1,Name_1316,female,41.3,0,3,15775,155.64,G6,Q
1317,1,1,Name_1317,female,13.8,2,1,87776,38.72,E44,Q
1318,1,2,Name_1318,female,40.2,0,3,57549,183.8,G6,S
1319,1,2,Name_1319,male,51.4,1,4,28486,156.32,E44,Q
1320,0,1,Name_1320,female,56.6,0,3,59051,11.01,D33,S
1321,1,3,Name_1321,male,70.1,3,4,84087,150.1,G6,Q
1322,0,3,Name_1322,male,17.4,3,3,42656,150.11,E44,Q
1323,0,2,Name_1323,female,69.5,2,5,99615,104.4,D33,S
1324,1,2,Name_1324,male,25.0,4,1,19278,18.74,,S
1325,0,3,Name_1325,male,21.7,0,5,77167,120.18,C123,Q
1326,0,1,Name_1326,female,34.6,3,0,74174,155.49,B57,C
1327,0,3,Name_1327,male,21.9,4,1,49331,61.47,D33,Q
1328,0,3,Name_1328,male,35.6,3,3,25470,136.74,D33,S
1329,1,3,Name_1329,female,11.5,4,2,12359,77.25,C123,Q
1330,0,3,Name_1330,female,26.7,4,0,69652,119.03,G6,Q
1331,1,2,Name_1331,female,48.0,3,2,17456,83.07,E44,S
1332,1,2,Name_1332,female,29.2,5,5,54331,67.71,G6,C
1333,0,1,Name_1333,female,32.0,1,1,27570,172.62,D33,C
1334,1,1,Name_1334,female,36.7,4,0,60953,153.23,,S
1335,1,1,Name_1335,female,46.4,5,5,24505,75.64,E44,S
1336,1,1,Name_1336,male,6.8,0,3,78191,92.58,B57,Q
1337,0,3,Name_1337,male,38.2,5,2,66572,141.42,B57,S
1338,1,2,Name_1338,female,26.2,3,3,94769,164.1,E44,S
1339,1,2,Name_1339,male,32.3,5,4,71275,140.02,D33,Q
1340,1,1,Name_1340,male,44.8,1,0,47694,112.78,,Q
1341,0,1,Name_1341,female,13.3,3,2,57071,191.33,C123,Q
1342,1,3,Name_1342,male,15.8,2,1,88060,157.09,,C
1343,0,3,Name_1343,female,2.9,0,1,67311,31.96,G6,C
1344,0,1,Name_1344,male,22.3,2,1,26885,116.05,,S
1345,0,2,Name_1345,female,48.6,5,5,42943,87.82,,Q
1346,0,2,Name_1346,male,28.3,4,1,54517,161.04,G6,S
1347,0,2,Name_1347,male,11.2,5,2,73476,18.49,C123,S
1348,0,1,Name_1348,male,23.2,4,5,54664,88.04,C123,C
1349,1,2,Name_1349,female,9.2,2,4,55294,70.47,B57,C
1350,0,3,Name_1350,male,14.2,2,1,39749,36.83,C123,S
1351,1,3,Name_1351,male,35.4,4,1,67807,81.97,E44,Q
1352,1,1,Name_1352,female,13.6,1,5,54816,137.83,B57,C
1353,0,3,Name_1353,female,45.6,0,1,93852,78.72,D33,C
1354,1,1,Name_1354,male,29.0,3,4,28707,120.2,B57,C
1355,1,2,Name_1355,male,31.2,2,5,92679,122.63,,S
1356,1,2,Name_1356,male,26.1,0,5,77263,121.55,,C
1357,1,2,Name_1357,male,40.8,3,0,42195,110.61,B57,Q
1358,0,3,Name_1358,female,41.0,5,5,98844,32.23,G6,C
1359,1,1,Name_1359,male,34.7,3,1,71026,51.51,C123,S
1360,0,2,Name_1360,male,37.9,2,5,36628,162.01,,S
1361,1,1,Name_1361,female,27.0,1,1,45025,105.45,,S
1362,1,2,Name_1362,male,37.6,1,1,26678,144.15,E44,S
1363,0,3,Name_1363,male,25.3,0,5,18432,118.28,C123,Q
1364,1,3,Name_1364,male,30.0,5,0,85408,17.35,,S
1365,1,1,Name_1365,female,26.2,0,1,16934,161.28,G6,C
1366,1,3,Name_1366,female,23.6,4,0,55648,22.22,,Q
1367,0,3,Name_1367,male,20.4,1,0,11127,189.2,C123,S
1368,1,1,Name_1368,male,36.5,0,5,14796,50.92,E44,S
1369,0,2,Name_1369,female,48.3,4,3,86945,107.36,C123,Q
1370,1,3,Name_1370,male,46.4,5,3,64426,22.08,G6,C
1371,0,1,Name_1371,male,12.4,3,1,32550,180.04,E44,Q
1372,0,3,Name_1372,female,48.0,0,2,56739,196.19,C123,C
1373,1,3,Name_1373,female,25.5,4,3,82861,37.8,G6,C
1374,1,3,Name_1374,female,38.4,1,5,11797,66.2,G6,S
1375,0,3,Name_1375,male,17.3,3,5,40994,13.02,B57,Q
1376,0,1,Name_1376,male,,0,3,29095,159.52,,Q
1377,1,1,Name_1377,male,34.4,1,2,77932,69.18,E44,S
1378,0,1,Name_1378,male,9.2,3,4,70395,121.88,E44,S
1379,1,3,Name_1379,female,38.5,2,1,22678,17.45,,C
1380,1,3,Name_1380,male,48.8,1,4,51549,145.94,C123,S
1381,1,3,Name_1381,male,27.6,2,4,33432,110.59,B57,Q
1382,1,1,Name_1382,female,49.0,5,0,82135,147.75,E44,S
1383,0,3,Name_1383,female,27.3,0,0,14247,160.02,G6,S
1384,1,2,Name_1384,male,41.9,4,1,86334,26.96,E44,S
1385,0,3,Name_1385,female,-1.1,0,2,64744,119.84,B57,S
1386,1,2,Name_1386,female,63.9,1,0,57947,133.49,,S
1387,0,3,Name_1387,male,,2,3,46306,108.18,D33,C
1388,1,1,Name_1388,male,26.0,2,1,54419,44.66,,S
1389,0,3,Name_1389,male,2.4,3,5,79488,161.16,G6,S
1390,0,2,Name_1390,male,34.0,0,4,64568,199.52,E44,Q
1391,1,2,Name_1391,female,9.8,0,1,67727,194.16,,S
1392,1,3,Name_1392,female,36.2,1,5,79483,157.73,G6,Q
1393,1,2,Name_1393,male,35.8,2,5,61040,89.44,C123,Q
1394,1,2,Name_1394,male,16.8,1,0,60777,74.09,G6,Q
1395,0,1,Name_1395,female,45.7,1,5,82461,23.02,E44,Q
1396,1,3,Name_1396,male,41.3,5,2,85415,89.09,C123,C
1397,0,3,Name_1397,male,43.7,2,5,19956,39.65,C123,C
1398,0,3,Name_1398,male,30.1,1,5,94630,58.32,C123,Q
1399,1,2,Name_1399,male,10.2,2,4,28728,179.46,D33,C
1400,0,3,Name_1400,female,43.7,1,2,94135,194.02,D33,C
1401,0,3,Name_1401,male,26.2,4,1,51052,190.23,C123,S
1402,0,1,Name_1402,female,10.5,1,2,80530,46.74,,C
1403,0,1,Name_1403,male,48.9,1,2,53575,181.17,,Q
1404,1,1,Name_1404,male,59.4,4,1,86617,36.89,,Q
1405,1,2,Name_1405,female,29.4,0,4,46549,106.46,E44,Q
1406,1,3,Name_1406,male,60.2,2,5,70006,132.3,C123,Q
1407,1,1,Name_1407,female,31.3,3,2,49774,97.87,,S
1408,0,1,Name_1408,male,24.7,4,2,79509,190.85,C123,C
1409,0,1,Name_1409,male,21.2,0,1,28089,73.31,G6,Q
1410,1,3,Name_1410,male,52.9,1,3,46559,110.2,,S
1411,1,3,Name_1411,male,19.1,5,2,40488,24.34,G6,Q
1412,1,3,Name_1412,male,40.3,0,0,61681,171.92,G6,C
1413,0,2,Name_1413,female,22.2,4,5,82122,88.54,,S
1414,1,2,Name_1414,female,23.6,5,5,90174,143.1,B57,C
1415,1,1,Name_1415,male,44.4,1,4,15858,139.63,G6,S
1416,1,3,Name_1416,male,24.7,0,2,53586,138.49,,Q
1417,0,1,Name_1417,female,24.3,3,1,25879,106.32,G6,Q
1418,0,3,Name_1418,female,45.9,2,0,53551,62.73,E44,C
1419,0,3,Name_1419,male,52.4,2,1,45490,128.77,D33,C
1420,0,3,Name_1420,male,39.0,4,2,49906,192.74,D33,S
1421,0,2,Name_1421,female,20.8,1,0,17958,168.45,D33,C
1422,0,2,Name_1422,male,22.9,1,4,13008,30.67,B57,C
1423,0,3,Name_1423,female,31.1,2,4,69671,14.41,C123,Q
1424,0,1,Name_1424,male,34.5,0,4,18119,104.8,G6,Q
1425,1,3,Name_1425,female,16.2,1,3,79702,157.41,E44,Q
1426,1,3,Name_1426,female,40.1,3,1,41356,69.64,B57,Q
1427,0,1,Name_1427,male,31.2,3,2,77681,143.24,D33,Q
1428,0,3,Name_1428,female,6.0,1,0,92601,187.07,B57,Q
1429,1,1,Name_1429,male,17.0,1,5,11171,97.21,E44,Q
1430,0,2,Name_1430,male,22.9,2,5,17489,56.39,,S
1431,0,2,Name_1431,male,29.0,4,1,29240,184.37,B57,Q
1432,0,1,Name_1432,male,56.4,2,2,73272,99.73,D33,Q
1433,1,2,Name_1433,female,33.3,4,3,99237,87.49,C123,Q
1434,1,2,Name_1434,male,18.2,3,2,92416,77.14,D33,Q
1435,1,1,Name_1435,male,33.1,4,1,97493,90.37,D33,Q
1436,1,2,Name_1436,male,25.1,2,2,56816,137.99,D33,C
1437,1,3,Name_1437,male,34.5,1,5,99545,92.41,B57,C
1438,0,3,Name_1438,female,38.1,4,5,40071,71.6,E44,Q
1439,1,1,Name_1439,male,46.9,2,0,72095,151.29,D33,Q
1440,0,2,Name_1440,female,29.7,3,3,76707,48.56,,Q
1441,0,3,Name_1441,female,52.9,5,5,46799,48.37,B57,S
1442,1,3,Name_1442,female,,4,0,90494,142.32,E44,Q
1443,1,2,Name_1443,male,20.1,3,3,85867,174.67,C123,S
1444,0,2,Name_1444,male,60.9,3,5,12003,55.83,D33,S
1445,0,3,Name_1445,male,34.6,0,3,89971,46.31,G6,Q
1446,0,3,Name_1446,male,18.3,5,2,26514,137.36,B57,C
1447,1,1,Name_1447,female,53.1,4,0,14910,127.95,,Q
1448,1,1,Name_1448,female,,2,3,90031,94.98,C123,Q
1449,1,3,Name_1449,male,29.5,4,3,96860,28.21,C123,C
1450,1,1,Name_1450,male,22.9,4,2,81900,27.44,C123,C
1451,1,3,Name_1451,male,27.6,5,5,99977,157.69,B57,Q
1452,0,3,Name_1452,male,40.0,3,5,62629,95.84,E44,Q
1453,1,1,Name_1453,male,47.9,3,1,17069,173.01,G6,S
1454,0,1,Name_1454,male,38.0,3,1,65105,119.2,,C
1455,0,2,Name_1455,male,31.4,3,5,72173,127.56,E44,S
1456,0,2,Name_1456,female,51.0,5,4,20879,187.5,D33,S
1457,1,2,Name_1457,female,25.6,2,4,88489,41.28,G6,S
1458,1,3,Name_1458,female,44.4,1,3,31815,113.17,E44,S
1459,1,1,Name_1459,female,26.0,0,5,53042,21.05,D33,C
1460,0,3,Name_1460,male,36.0,3,1,37082,78.2,G6,C
1461,0,1,Name_1461,male,28.4,3,3,69461,38.14,B57,C
1462,0,3,Name_1462,male,,0,0,84219,45.69,,Q
1463,0,2,Name_1463,male,24.7,3,1,19567,187.61,,S
1464,0,2,Name_1464,male,48.8,1,1,39813,126.03,D33,Q
1465,0,2,Name_1465,female,19.7,4,1,89645,179.51,E44,C
1466,1,3,Name_1466,male,19.6,0,4,87711,94.27,G6,C
1467,1,1,Name_1467,female,59.7,2,2,79900,123.55,D33,Q
1468,1,1,Name_1468,male,43.7,0,2,54646,16.1,D33,S
1469,1,2,Name_1469,female,-3.4,1,4,94796,99.21,B57,C
1470,0,2,Name_1470,male,22.1,5,5,54931,117.17,D33,S
1471,0,2,Name_1471,female,4.6,2,5,36327,13.19,G6,S
1472,1,2,Name_1472,male,16.7,4,4,51909,160.0,C123,C
1473,0,1,Name_1473,male,-13.9,3,4,46390,66.13,G6,Q
1474,1,3,Name_1474,male,28.1,0,5,66041,95.97,G6,S
1475,1,3,Name_1475,male,14.0,2,2,20687,111.77,B57,Q
1476,1,3,Name_1476,female,30.8,0,3,89903,198.52,B57,S
1477,0,3,Name_1477,male,,4,4,17227,28.84,,S
1478,1,2,Name_1478,female,,0,3,83457,115.5,,C
1479,1,2,Name_1479,male,24.2,2,3,57763,110.81,D33,Q
1480,1,2,Name_1480,female,51.0,1,0,72005,23.09,,S
1481,0,3,Name_1481,male,49.8,5,2,79846,130.45,B57,Q
1482,0,2,Name_1482,male,41.0,2,3,28575,64.5,D33,S
1483,1,2,Name_1483,female,25.4,0,2,43482,29.72,C123,Q
1484,0,1,Name_1484,male,57.8,4,2,76025,43.94,E44,Q
1485,0,1,Name_1485,male,8.3,3,0,23110,166.48,B57,C
1486,0,2,Name_1486,female,10.4,3,5,29243,29.78,B57,S
1487,0,1,Name_1487,male,28.8,4,2,73273,98.72,C123,S
1488,0,1,Name_1488,female,61.6,0,3,87635,47.1,B57,S
1489,0,2,Name_1489,male,27.2,5,5,96638,40.84,,S
1490,0,2,Name_1490,female,27.4,4,5,93312,49.09,,C
1491,0,2,Name_1491,female,9.8,0,1,80395,103.63,,C
1492,0,2,Name_1492,female,43.2,2,3,44531,55.18,C123,S
1493,0,3,Name_1493,female,43.3,5,3,97390,28.38,D33,Q
1494,1,3,Name_1494,male,41.0,1,2,22367,162.27,B57,C
1495,1,2,Name_1495,male,21.2,0,3,89805,112.57,B57,Q
1496,0,1,Name_1496,female,20.1,3,1,31337,39.8,,Q
1497,1,2,Name_1497,male,11.9,3,2,37332,99.57,D33,Q
1498,1,2,Name_1498,male,31.2,5,4,47122,22.99,B57,S
1499,0,1,Name_1499,male,14.9,1,3,81819,120.28,G6,C
1500,0,3,Name_1500,female,13.5,0,3,69956,74.66,C123,S
1501,0,2,Name_1501,male,24.1,1,0,68178,29.67,E44,Q
1502,1,2,Name_1502,male,23.2,2,4,45421,44.89,G6,S
1503,1,3,Name_1503,female,22.5,1,4,46927,75.68,E44,Q
1504,0,3,Name_1504,male,36.5,2,1,34610,163.22,G6,S
1505,0,1,Name_1505,female,31.1,3,4,29127,43.01,G6,S
1506,0,3,Name_1506,female,26.0,2,0,65052,30.84,G6,C
1507,1,3,Name_1507,female,32.6,0,1,61718,108.03,C123,C
1508,1,3,Name_1508,male,16.1,5,4,89078,116.15,E44,Q
1509,1,1,Name_1509,male,31.5,5,1,64074,27.15,D33,Q
1510,1,3,Name_1510,female,32.1,0,4,12635,64.05,D33,Q
1511,0,3,Name_1511,female,9.0,0,4,16358,59.93,,S
1512,0,1,Name_1512,female,,0,5,50513,45.38,B57,Q
1513,0,3,Name_1513,female,17.7,4,4,80544,69.97,C123,C
1514,0,3,Name_1514,female,31.3,2,3,96360,17.05,,Q
1515,1,1,Name_1515,female,46.3,0,4,70502,133.79,,Q
1516,1,2,Name_1516,male,43.0,5,3,43038,197.81,C123,S
1517,0,1,Name_1517,female,30.5,1,2,88567,130.47,C123,C
1518,0,3,Name_1518,female,24.9,1,5,90913,78.6,G6,Q
1519,1,3,Name_1519,female,43.3,4,0,18875,136.9,C123,C
1520,0,3,Name_1520,male,39.4,2,1,59830,118.59,D33,Q
1521,1,1,Name_1521,male,21.3,2,1,99021,170.88,C123,C
1522,0,3,Name_1522,male,18.9,2,2,81781,128.16,G6,Q
1523,0,3,Name_1523,male,1.0,5,4,42582,130.47,E44,Q
1524,0,1,Name_1524,female,32.2,5,0,18914,52.12,,S
1525,0,2,Name_1525,male,28.8,4,2,72684,88.97,C123,S
1526,0,2,Name_1526,female,45.9,2,2,20896,75.44,,C
1527,0,3,Name_1527,female,35.0,2,1,87113,12.17,E44,C
1528,0,1,Name_1528,female,48.7,0,3,65645,69.52,B57,C
1529,1,3,Name_1529,female,20.2,2,3,75204,102.35,G6,C
1530,1,1,Name_1530,female,45.9,5,4,78502,123.97,,S
1531,1,1,Name_1531,female,22.6,0,4,77783,187.57,C123,C
1532,1,2,Name_1532,male,40.9,0,2,26658,55.43,B57,Q
1533,1,2,Name_1533,male,9.6,2,4,79627,38.96,B57,Q
1534,0,1,Name_1534,male,33.3,1,3,27567,175.19,E44,Q
1535,0,3,Name_1535,male,2.2,3,0,92776,188.95,,S
1536,1,2,Name_1536,male,26.3,5,1,10371,102.71,,C
1537,0,3,Name_1537,female,36.2,1,3,79051,31.89,D33,Q
1538,1,2,Name_1538,male,22.7,2,5,18630,102.22,D33,Q
1539,1,2,Name_1539,male,15.3,2,4,66834,30.79,D33,S
1540,0,3,Name_1540,male,41.8,1,1,20353,177.81,,S
1541,0,2,Name_1541,female,28.6,2,5,47553,144.55,,S
1542,0,2,Name_1542,female,,5,1,52304,55.82,D33,Q
1543,1,3,Name_1543,female,30.6,0,2,37483,178.47,G6,S
1544,0,2,Name_1544,male,66.9,4,4,48918,131.2,C123,Q
1545,1,2,Name_1545,male,46.1,2,2,68247,191.12,C123,C
1546,1,2,Name_1546,male,46.3,2,1,29179,196.29,G6,Q
1547,1,3,Name_1547,male,36.1,1,2,78530,10.62,E44,C
1548,0,1,Name_1548,male,32.3,0,4,44451,32.84,C123,Q
1549,0,3,Name_1549,female,-3.5,1,3,26996,113.92,,C
1550,1,1,Name_1550,male,20.5,5,0,48132,191.61,B57,Q
1551,0,2,Name_1551,female,23.3,1,5,30586,198.9,,Q
1552,0,1,Name_1552,male,3.8,2,3,37564,117.81,C123,Q
1553,0,3,Name_1553,female,13.8,0,1,94621,43.02,G6,Q
1554,1,3,Name_1554,female,2.3,5,3,28876,40.98,E44,S
1555,1,2,Name_1555,female,29.5,2,2,55219,155.13,C123,Q
1556,0,1,Name_1556,female,41.5,5,4,45057,122.47,G6,Q
1557,1,2,Name_1557,male,45.5,2,3,53769,114.27,B57,S
1558,0,2,Name_1558,male,35.8,2,3,73590,98.5,D33,S
1559,0,3,Name_1559,male,16.5,2,4,34182,147.78,B57,S
1560,0,1,Name_1560,female,3.0,4,2,33511,173.03,B57,S
1561,0,1,Name_1561,male,5.4,3,0,19078,67.56,E44,S
1562,1,1,Name_1562,male,12.2,0,3,20800,51.97,C123,S
1563,1,1,Name_1563,male,17.6,4,5,33839,137.34,D33,S
1564,1,2,Name_1564,male,27.8,3,1,49540,183.8,G6,S
1565,0,2,Name_1565,female,15.8,5,2,56966,76.15,D33,S
1566,0,3,Name_1566,female,34.7,3,2,73083,61.77,C123,S
1567,0,2,Name_1567,male,26.7,3,3,25948,52.96,E44,S
1568,1,2,Name_1568,male,,4,5,67914,58.35,C123,C
1569,0,3,Name_1569,male,46.0,0,4,14442,35.64,G6,Q
1570,1,3,Name_1570,female,13.5,1,3,56992,123.39,D33,Q
1571,1,3,Name_1571,female,35.9,3,3,24162,63.36,B57,S
1572,1,2,Name_1572,female,29.8,1,4,88682,126.84,C123,S
1573,1,2,Name_1573,male,25.3,1,1,36692,25.78,,C
1574,1,3,Name_1574,female,42.4,2,4,73209,31.94,E44,S
1575,1,3,Name_1575,female,42.3,1,3,26242,111.87,E44,C
1576,0,3,Name_1576,female,16.7,5,0,25762,107.19,D33,Q
1577,0,2,Name_1577,female,27.4,5,4,68690,61.59,B57,Q
1578,1,2,Name_1578,female,33.9,2,1,19122,167.15,G6,S
1579,1,1,Name_1579,male,26.2,0,4,12218,45.54,B57,C
1580,0,2,Name_1580,male,38.2,0,4,75748,78.53,D33,C
1581,1,2,Name_1581,male,33.9,5,2,24942,115.55,B57,Q
1582,1,2,Name_1582,male,55.7,2,2,81290,174.77,D33,Q
1583,0,3,Name_1583,female,8.6,0,3,29982,89.52,B57,C
1584,1,2,Name_1584,male,28.3,3,3,77264,85.73,C123,C
1585,1,3,Name_1585,male,17.3,0,4,84665,120.11,E44,Q
1586,1,1,Name_1586,male,38.5,2,0,52866,70.17,D33,C
1587,0,1,Name_1587,female,7.4,5,5,17347,144.74,D33,Q
1588,0,3,Name_1588,male,34.8,3,3,10422,57.25,E44,C
1589,0,3,Name_1589,female,21.2,1,4,13344,166.41,,S
1590,1,3,Name_1590,female,,1,4,73161,61.75,,Q
1591,1,2,Name_1591,female,9.7,1,5,46007,198.61,G6,C
1592,0,1,Name_1592,male,23.5,5,4,30240,70.13,D33,Q
1593,1,3,Name_1593,female,,2,5,14260,176.98,C123,C
1594,1,2,Name_1594,male,29.6,1,5,64957,85.5,B57,S
1595,1,1,Name_1595,male,38.8,0,4,44748,56.75,C123,S
1596,1,2,Name_1596,male,53.3,1,4,81634,52.97,D33,S
1597,1,1,Name_1597,female,33.7,4,2,39759,171.54,G6,Q
1598,0,2,Name_1598,female,22.2,5,5,80902,68.66,D33,S
1599,1,1,Name_1599,male,36.5,4,1,55987,74.33,G6,Q
1600,0,1,Name_1600,female,22.4,1,5,98430,47.43,E44,S
1601,1,2,Name_1601,female,22.9,1,1,19390,192.65,B57,Q
1602,0,3,Name_1602,female,8.7,4,4,27441,56.5,C123,S
1603,1,1,Name_1603,male,43.0,5,3,46593,57.01,G6,C
1604,0,3,Name_1604,female,24.6,5,0,26691,189.34,C123,C
1605,1,2,Name_1605,female,32.5,1,4,51210,181.17,E44,Q
1606,0,3,Name_1606,male,15.5,5,0,72970,57.29,D33,S
1607,1,3,Name_1607,female,36.1,3,2,61023,174.3,G6,S
1608,0,3,Name_1608,male,19.3,5,1,96768,57.47,B57,C
1609,1,3,Name_1609,female,28.0,4,2,23338,26.05,G6,S
1610,0,3,Name_1610,female,42.3,2,3,12472,165.87,,S
1611,0,1,Name_1611,female,41.1,4,3,99146,156.6,D33,Q
1612,1,1,Name_1612,female,29.7,0,5,32462,65.99,D33,C
1613,1,1,Name_1613,female,,3,4,34576,27.13,B57,S
1614,0,2,Name_1614,female,71.9,2,5,25930,49.22,B57,S
1615,1,3,Name_1615,male,54.4,1,3,89172,156.5,E44,Q
1616,0,1,Name_1616,female,40.1,0,3,95277,193.3,C123,Q
1617,0,2,Name_1617,female,19.5,0,5,27674,59.21,G6,Q
1618,0,1,Name_1618,female,28.4,3,2,14347,165.47,E44,Q
1619,1,1,Name_1619,male,22.4,2,0,41470,53.31,C123,S
1620,0,3,Name_1620,male,47.7,0,1,51620,139.12,E44,S
1621,0,2,Name_1621,male,33.7,2,3,91465,25.89,,S
1622,1,3,Name_1622,female,19.0,2,5,16034,121.21,B57,Q
1623,1,3,Name_1623,female,23.4,5,3,45387,61.15,B57,S
1624,1,1,Name_1624,male,45.7,0,2,63601,185.91,D33,C
1625,1,3,Name_1625,male,52.4,2,1,61808,65.05,G6,C
1626,0,2,Name_1626,male,51.4,3,2,59156,85.7,G6,S
1627,0,3,Name_1627,female,40.6,0,0,95198,169.73,G6,Q
1628,0,3,Name_1628,male,26.5,3,2,49282,93.27,E44,C
1629,0,3,Name_1629,female,-15.4,3,1,89522,55.3,E44,S
1630,1,1,Name_1630,female,34.2,2,1,14846,114.03,G6,C
1631,0,2,Name_1631,female,30.0,2,3,11617,169.6,D33,C
1632,0,1,Name_1632,male,32.0,5,0,98647,92.3,C123,C
1633,1,1,Name_1633,female,30.8,5,4,19847,35.25,,C
1634,0,1,Name_1634,male,11.4,0,3,25749,82.79,E44,S
1635,0,1,Name_1635,male,37.8,5,5,25242,191.35,G6,C
1636,0,1,Name_1636,male,38.9,1,2,36419,23.68,B57,S
1637,0,2,Name_1637,male,39.6,0,2,60154,87.6,E44,C
1638,0,3,Name_1638,female,43.3,3,1,42700,133.13,C123,C
1639,0,1,Name_1639,female,38.5,5,5,54897,24.92,E44,C
1640,1,1,Name_1640,female,24.3,5,1,41680,75.54,C123,S
1641,1,2,Name_1641,female,,5,5,91022,188.71,C123,C
1642,0,2,Name_1642,male,31.3,2,1,13662,15.82,E44,C
1643,0,3,Name_1643,male,31.5,3,4,40419,152.83,C123,Q
1644,1,2,Name_1644,male,44.0,5,4,10341,169.86,E44,C
1645,0,3,Name_1645,male,,4,3,40422,62.64,E44,Q
1646,0,1,Name_1646,female,59.1,4,4,62668,50.8,D33,S
1647,0,1,Name_1647,male,60.9,3,5,51184,183.82,B57,C
1648,1,3,Name_1648,female,31.1,5,1,71804,155.16,,C
1649,0,2,Name_1649,male,-23.7,1,5,90083,31.54,C123,Q
1650,1,3,Name_1650,male,47.3,1,3,62593,50.32,E44,Q
1651,0,2,Name_1651,male,22.4,0,3,72608,128.06,C123,C
1652,1,1,Name_1652,male,18.8,0,0,86702,89.69,E44,S
1653,1,2,Name_1653,female,24.4,5,4,56324,105.79,,Q
1654,0,3,Name_1654,female,23.7,0,2,16010,190.79,E44,C
1655,1,3,Name_1655,female,38.6,2,2,69137,89.84,E44,Q
1656,0,1,Name_1656,female,,1,0,81701,177.52,B57,S
1657,1,2,Name_1657,male,14.9,3,1,18382,135.54,C123,Q
1658,0,2,Name_1658,male,,5,0,26532,33.11,B57,C
1659,0,2,Name_1659,female,38.7,5,1,95653,151.46,B57,Q
1660,1,1,Name_1660,female,39.0,4,4,64051,108.84,B57,S
1661,0,2,Name_1661,male,19.0,1,4,58173,52.77,B57,C
1662,0,3,Name_1662,male,16.3,1,3,51065,65.01,D33,C
1663,1,2,Name_1663,female,22.9,1,3,44199,115.89,C123,C
1664,0,1,Name_1664,female,33.4,0,3,16446,124.32,C123,C
1665,0,2,Name_1665,female,50.8,2,3,94424,193.95,E44,S
1666,1,2,Name_1666,male,1.3,3,2,30433,172.4,C123,C
1667,1,3,Name_1667,female,26.9,0,3,58449,49.11,,S
1668,0,2,Name_1668,female,11.3,2,3,93806,157.06,B57,S
1669,0,3,Name_1669,female,6.9,1,3,89965,11.58,G6,Q
1670,1,3,Name_1670,female,43.5,2,1,49415,34.66,C123,Q
1671,1,1,Name_1671,female,37.6,0,5,51095,47.94,G6,C
1672,0,3,Name_1672,male,36.3,1,3,84970,123.47,,C
1673,1,3,Name_1673,female,42.9,0,0,44352,46.99,D33,S
1674,0,1,Name_1674,male,23.3,3,3,71245,79.4,E44,Q
1675,0,3,Name_1675,female,23.9,1,3,17172,56.13,E44,C
1676,0,1,Name_1676,female,60.6,2,2,92477,74.11,E44,C
1677,0,2,Name_1677,female,26.5,0,5,33114,189.07,D33,S
1678,0,1,Name_1678,male,40.3,4,3,78505,199.5,B57,Q
1679,1,3,Name_1679,male,30.1,2,5,53524,140.29,G6,C
1680,1,1,Name_1680,male,,2,1,98109,118.74,C123,C
1681,1,3,Name_1681,female,1.4,1,4,69242,144.61,B57,C
1682,1,2,Name_1682,female,21.9,5,5,55420,156.61,E44,C
1683,0,1,Name_1683,male,44.8,2,5,99086,150.41,E44,C
1684,0,2,Name_1684,male,41.0,0,3,85776,25.56,B57,C
1685,0,3,Name_1685,female,42.8,4,3,57995,68.96,G6,Q
1686,0,3,Name_1686,male,16.2,3,3,10089,75.25,B57,S
1687,1,2,Name_1687,female,52.6,4,2,69469,80.16,D33,S
1688,0,1,Name_1688,male,16.5,0,4,82331,75.42,E44,S
1689,0,1,Name_1689,male,33.0,1,2,62689,159.55,G6,C
1690,1,3,Name_1690,male,29.9,0,2,47194,152.04,C123,S
1691,1,2,Name_1691,female,27.6,5,2,84047,10.87,E44,Q
1692,1,2,Name_1692,female,48.7,5,1,33852,66.31,B57,C
1693,1,1,Name_1693,male,20.1,5,4,67746,128.5,G6,Q
1694,0,1,Name_1694,female,11.1,2,1,68851,32.85,E44,C
1695,0,1,Name_1695,female,30.3,1,1,20663,23.53,C123,C
1696,1,2,Name_1696,female,24.4,5,4,44315,167.4,C123,S
1697,0,1,Name_1697,female,77.3,3,1,99037,96.01,,Q
1698,0,1,Name_1698,male,39.5,3,4,77010,172.58,B57,S
1699,0,3,Name_1699,female,24.3,0,5,40501,166.48,D33,C
1700,1,1,Name_1700,female,15.2,5,5,12242,179.74,B57,Q
1701,0,1,Name_1701,male,3.7,2,3,66525,19.17,G6,Q
1702,1,2,Name_1702,female,,3,2,37338,45.36,B57,C
1703,0,2,Name_1703,female,31.6,4,5,60592,66.27,G6,S
1704,0,3,Name_1704,female,50.0,1,5,17260,35.88,,C
1705,0,1,Name_1705,male,45.7,4,1,93477,102.24,,Q
1706,1,3,Name_1706,male,33.2,3,4,65590,161.81,,Q
1707,0,2,Name_1707,female,25.5,3,0,18130,190.72,D33,Q
1708,1,3,Name_1708,female,33.8,0,1,63137,179.02,,C
1709,1,2,Name_1709,male,22.7,0,1,66466,96.89,B57,Q
